area,bedrooms,location,price
225,3,"Quận 6, Hồ Chí Minh",74
75,4,"Quận 6, Hồ Chí Minh",7
75,2,"Quận 6, Hồ Chí Minh",6
53,5,"Quận 6, Hồ Chí Minh",12
92,3,"Quận 6, Hồ Chí Minh",27
86,5,"Quận 6, Hồ Chí Minh",12.9
68,5,"Quận 6, Hồ Chí Minh",13.8
192,0,"Quận 6, Hồ Chí Minh",22
77,4,"Quận 6, Hồ Chí Minh",6.2
182,21,"Quận 6, Hồ Chí Minh",72
37,3,"Quận 6, Hồ Chí Minh",4.85
80,4,"Quận 6, Hồ Chí Minh",13.5
170,6,"Quận 6, Hồ Chí Minh",22
85,8,"Quận 6, Hồ Chí Minh",15
72.5,2,"Quận 6, Hồ Chí Minh",9.3
34,5,"Quận 6, Hồ Chí Minh",5
14,2,"Quận 6, Hồ Chí Minh",1.4
66,4,"Quận 6, Hồ Chí Minh",13.8
90,0,"Quận 6, Hồ Chí Minh",16.5
56,4,"Quận 6, Hồ Chí Minh",3.57
33,3,"Quận 6, Hồ Chí Minh",5.3
47,4,"Quận 6, Hồ Chí Minh",15
47,2,"Quận 6, Hồ Chí Minh",5.7
40,3,"Quận 6, Hồ Chí Minh",5.28
240,0,"Quận 6, Hồ Chí Minh",60
160,5,"Quận 6, Hồ Chí Minh",37
52,3,"Quận 6, Hồ Chí Minh",5.9
57,3,"Quận 6, Hồ Chí Minh",3.75
64,3,"Quận 6, Hồ Chí Minh",8.85
12,2,"Quận 6, Hồ Chí Minh",1.8
38,3,"Quận 6, Hồ Chí Minh",5.5
38,1,"Quận 6, Hồ Chí Minh",3.5
102,3,"Quận 6, Hồ Chí Minh",4.4
120,3,"Quận 6, Hồ Chí Minh",9.16
61,2,"Quận 6, Hồ Chí Minh",2.45
97,2,"Quận 6, Hồ Chí Minh",1.89
68,2,"Quận 6, Hồ Chí Minh",1.35
50,2,"Quận 6, Hồ Chí Minh",2.3
114,3,"Quận 6, Hồ Chí Minh",6.8
65,2,"Quận 6, Hồ Chí Minh",1.89
50,2,"Quận 6, Hồ Chí Minh",2.6
50,1,"Quận 6, Hồ Chí Minh",2.2
92,3,"Quận 6, Hồ Chí Minh",3.8
92,3,"Quận 6, Hồ Chí Minh",4.1
86,2,"Quận 6, Hồ Chí Minh",3.85
77,2,"Quận 6, Hồ Chí Minh",3.4
20,2,"Quận 6, Hồ Chí Minh",2.39
29.3,2,"Quận 6, Hồ Chí Minh",3.25
49,4,"Quận 6, Hồ Chí Minh",6
60,4,"Quận 6, Hồ Chí Minh",9.5
55,3,"Quận 6, Hồ Chí Minh",2.57
136,6,"Quận 6, Hồ Chí Minh",29.9
443,2,"Quận 6, Hồ Chí Minh",65
84,7,"Quận 6, Hồ Chí Minh",13.5
65.8,2,"Quận Bình Thạnh, Hồ Chí Minh",8
432,0,"Quận Bình Thạnh, Hồ Chí Minh",18.9
80,4,"Quận Bình Thạnh, Hồ Chí Minh",15.5
80,0,"Quận Bình Thạnh, Hồ Chí Minh",15.5
77,7,"Quận Bình Thạnh, Hồ Chí Minh",17
54,4,"Quận Bình Thạnh, Hồ Chí Minh",8.8
66,5,"Quận Bình Thạnh, Hồ Chí Minh",9.2
52,8,"Quận Bình Thạnh, Hồ Chí Minh",13.2
44,4,"Quận Bình Thạnh, Hồ Chí Minh",12.9
41,3,"Quận Bình Thạnh, Hồ Chí Minh",6.5
28,2,"Quận Bình Thạnh, Hồ Chí Minh",12.9
48,3,"Quận Bình Thạnh, Hồ Chí Minh",8.5
503,4,"Quận Bình Thạnh, Hồ Chí Minh",32.5
50.2,2,"Quận Bình Thạnh, Hồ Chí Minh",2.25
39.2,2,"Quận Bình Thạnh, Hồ Chí Minh",2.05
34,3,"Quận Bình Thạnh, Hồ Chí Minh",2.05
45,2,"Quận Bình Thạnh, Hồ Chí Minh",2.15
50.4,4,"Quận Bình Thạnh, Hồ Chí Minh",2.55
52,2,"Quận Bình Thạnh, Hồ Chí Minh",2.65
50,6,"Quận Bình Thạnh, Hồ Chí Minh",6.6
82,3,"Quận Bình Thạnh, Hồ Chí Minh",3.55
88,3,"Quận Bình Thạnh, Hồ Chí Minh",11.5
54.6,3,"Quận Bình Thạnh, Hồ Chí Minh",3.05
54,3,"Quận Bình Thạnh, Hồ Chí Minh",3.05
70,3,"Quận Bình Thạnh, Hồ Chí Minh",3.29
80,4,"Quận Bình Thạnh, Hồ Chí Minh",3.5
55.6,4,"Quận Bình Thạnh, Hồ Chí Minh",2.65
60,4,"Quận Bình Thạnh, Hồ Chí Minh",3.28
60,3,"Quận Bình Thạnh, Hồ Chí Minh",3.29
226,0,"Quận Bình Thạnh, Hồ Chí Minh",33.9
87,2,"Quận Bình Thạnh, Hồ Chí Minh",12
45,8,"Quận Bình Thạnh, Hồ Chí Minh",9
65.9,4,"Quận Bình Thạnh, Hồ Chí Minh",2.25
51,4,"Quận Bình Thạnh, Hồ Chí Minh",2.3
43.6,3,"Quận Bình Thạnh, Hồ Chí Minh",2.28
59.7,3,"Quận Bình Thạnh, Hồ Chí Minh",2.1
63.2,3,"Quận Bình Thạnh, Hồ Chí Minh",2.25
49.7,4,"Quận Bình Thạnh, Hồ Chí Minh",2.55
69,14,"Quận Bình Thạnh, Hồ Chí Minh",13.9
55.3,3,"Quận Bình Thạnh, Hồ Chí Minh",9.9
49.9,7,"Quận Bình Thạnh, Hồ Chí Minh",8.8
67.5,4,"Quận 3, Hồ Chí Minh",3.15
36.5,3,"Quận Bình Thạnh, Hồ Chí Minh",1.75
67,3,"Quận Bình Thạnh, Hồ Chí Minh",3.05
52,2,"Quận Bình Thạnh, Hồ Chí Minh",2.15
48.8,5,"Quận Bình Thạnh, Hồ Chí Minh",2.85
45,3,"Quận Bình Thạnh, Hồ Chí Minh",2.15
52,4,"Quận Bình Thạnh, Hồ Chí Minh",8.98
150,7,"Quận Bình Thạnh, Hồ Chí Minh",35
115,5,"Quận Bình Thạnh, Hồ Chí Minh",18.9
82,4,"Quận Bình Thạnh, Hồ Chí Minh",9.5
92,6,"Quận Bình Thạnh, Hồ Chí Minh",15.9
64,3,"Quận Bình Thạnh, Hồ Chí Minh",8.3
282.4,0,"Quận Bình Thạnh, Hồ Chí Minh",79
46,7,"Quận Bình Thạnh, Hồ Chí Minh",9.3
62,5,"Quận Bình Thạnh, Hồ Chí Minh",8.7
53,0,"Quận Bình Thạnh, Hồ Chí Minh",11.8
48,0,"Quận Bình Thạnh, Hồ Chí Minh",7.5
58,2,"Quận Bình Thạnh, Hồ Chí Minh",11.9
73,6,"Quận Bình Thạnh, Hồ Chí Minh",22
61,9,"Quận Bình Thạnh, Hồ Chí Minh",11.99
20,3,"Quận Bình Thạnh, Hồ Chí Minh",3.15
49.2,2,"Quận Bình Thạnh, Hồ Chí Minh",3.89
109,6,"Quận Bình Thạnh, Hồ Chí Minh",20
67,6,"Quận Bình Thạnh, Hồ Chí Minh",12.5
51,4,"Quận Bình Thạnh, Hồ Chí Minh",10.5
40,3,"Quận Bình Thạnh, Hồ Chí Minh",4.2
52,2,"Quận Bình Thạnh, Hồ Chí Minh",4.2
63,3,"Quận Bình Thạnh, Hồ Chí Minh",2.69
80,3,"Quận Bình Thạnh, Hồ Chí Minh",3.55
36,4,"Quận Bình Thạnh, Hồ Chí Minh",6.88
300,0,"Quận Bình Thạnh, Hồ Chí Minh",59
49,3,"Quận Bình Thạnh, Hồ Chí Minh",10.5
47.5,4,"Quận Bình Thạnh, Hồ Chí Minh",8.6
111,3,"Quận Bình Thạnh, Hồ Chí Minh",14.5
49,3,"Quận Bình Thạnh, Hồ Chí Minh",8
110,5,"Quận Bình Thạnh, Hồ Chí Minh",12.5
60,0,"Quận Bình Thạnh, Hồ Chí Minh",11.8
34.6,3,"Quận Bình Thạnh, Hồ Chí Minh",1.85
80,2,"Quận Bình Thạnh, Hồ Chí Minh",7.5
120,0,"Quận Bình Thạnh, Hồ Chí Minh",17.5
77.7,16,"Quận Bình Thạnh, Hồ Chí Minh",13.5
117,5,"Quận Bình Thạnh, Hồ Chí Minh",9.09
97,4,"Quận Bình Thạnh, Hồ Chí Minh",14.9
55,4,"Quận Bình Thạnh, Hồ Chí Minh",6.75
100,3,"Quận Bình Thạnh, Hồ Chí Minh",8.89
100,5,"Quận Bình Thạnh, Hồ Chí Minh",15
47,2,"Quận Bình Thạnh, Hồ Chí Minh",4.95
80,10,"Quận Bình Thạnh, Hồ Chí Minh",13.5
84,8,"Quận Bình Thạnh, Hồ Chí Minh",25.9
72,6,"Quận Bình Thạnh, Hồ Chí Minh",20
71,3,"Quận Bình Thạnh, Hồ Chí Minh",7.89
95,3,"Quận Bình Thạnh, Hồ Chí Minh",16
39.6,3,"Quận Bình Thạnh, Hồ Chí Minh",2.05
98,5,"Quận Bình Thạnh, Hồ Chí Minh",17.5
100,4,"Quận Bình Thạnh, Hồ Chí Minh",14.5
60,5,"Quận Bình Thạnh, Hồ Chí Minh",11.5
39,4,"Quận Bình Thạnh, Hồ Chí Minh",14.5
53,3,"Quận Bình Thạnh, Hồ Chí Minh",4.6
68,10,"Quận Bình Thạnh, Hồ Chí Minh",11
60,2,"Quận Bình Thạnh, Hồ Chí Minh",6.5
40,4,"Quận Bình Thạnh, Hồ Chí Minh",8.5
49,8,"Quận Bình Thạnh, Hồ Chí Minh",9
48,4,"Quận Bình Thạnh, Hồ Chí Minh",5.5
64.8,3,"Quận Bình Thạnh, Hồ Chí Minh",8.8
60,7,"Quận Bình Thạnh, Hồ Chí Minh",5.3
63,3,"Quận Bình Thạnh, Hồ Chí Minh",9.8
51,4,"Quận Bình Thạnh, Hồ Chí Minh",5.8
64,0,"Quận Bình Thạnh, Hồ Chí Minh",7
22,2,"Quận Bình Thạnh, Hồ Chí Minh",2.78
50,2,"Quận Bình Thạnh, Hồ Chí Minh",2.25
48,3,"Quận Bình Thạnh, Hồ Chí Minh",3.15
54,6,"Quận Bình Thạnh, Hồ Chí Minh",12.5
45.5,3,"Quận Bình Thạnh, Hồ Chí Minh",1.75
26,4,"Quận Bình Thạnh, Hồ Chí Minh",8.86
60,3,"Quận Bình Thạnh, Hồ Chí Minh",6.5
120,4,"Quận Bình Thạnh, Hồ Chí Minh",32
36.5,3,"Quận Bình Thạnh, Hồ Chí Minh",1.8
33,2,"Quận Bình Thạnh, Hồ Chí Minh",4.75
128,2,"Quận Bình Thạnh, Hồ Chí Minh",8.6
64,4,"Quận Bình Thạnh, Hồ Chí Minh",14.9
78,4,"Quận Bình Thạnh, Hồ Chí Minh",16.8
75,4,"Quận Bình Thạnh, Hồ Chí Minh",17
37,2,"Quận Bình Thạnh, Hồ Chí Minh",4.5
38,2,"Quận Bình Thạnh, Hồ Chí Minh",1.75
72,4,"Quận Bình Thạnh, Hồ Chí Minh",9.9
10,1,"Quận Bình Thạnh, Hồ Chí Minh",2.79
77,5,"Quận Bình Thạnh, Hồ Chí Minh",4.8
69.6,3,"Quận Bình Thạnh, Hồ Chí Minh",8.5
45,3,"Quận Bình Thạnh, Hồ Chí Minh",6.9
200,5,"Quận Bình Thạnh, Hồ Chí Minh",24
50,5,"Quận Bình Thạnh, Hồ Chí Minh",7.7
43,5,"Quận Bình Thạnh, Hồ Chí Minh",7.7
26,2,"Quận Bình Thạnh, Hồ Chí Minh",6.6
45,3,"Quận Bình Thạnh, Hồ Chí Minh",7
58,4,"Quận Bình Thạnh, Hồ Chí Minh",13.5
60,3,"Quận Bình Thạnh, Hồ Chí Minh",2.56
45,4,"Quận Bình Thạnh, Hồ Chí Minh",7.6
55,2,"Quận Bình Thạnh, Hồ Chí Minh",4.4
78,3,"Quận Bình Thạnh, Hồ Chí Minh",8.59
107,6,"Quận Bình Thạnh, Hồ Chí Minh",9.98
58,3,"Quận Bình Thạnh, Hồ Chí Minh",2.28
66,6,"Quận Bình Thạnh, Hồ Chí Minh",6.5
39,2,"Quận Bình Thạnh, Hồ Chí Minh",6.5
25,0,"Quận Bình Thạnh, Hồ Chí Minh",9
35,2,"Quận Bình Thạnh, Hồ Chí Minh",1.85
65,4,"Quận Bình Thạnh, Hồ Chí Minh",3.69
54,3,"Quận Bình Thạnh, Hồ Chí Minh",3.89
80,6,"Quận Bình Thạnh, Hồ Chí Minh",12.5
70,4,"Quận Bình Thạnh, Hồ Chí Minh",5.18
65,4,"Quận Bình Thạnh, Hồ Chí Minh",2.69
59,4,"Quận Bình Thạnh, Hồ Chí Minh",3.81
60,3,"Quận Bình Thạnh, Hồ Chí Minh",2.65
72,3,"Quận Bình Thạnh, Hồ Chí Minh",2.55
55,8,"Quận Bình Thạnh, Hồ Chí Minh",7.98
43.6,3,"Quận Bình Thạnh, Hồ Chí Minh",2.35
44.3,3,"Quận Bình Thạnh, Hồ Chí Minh",2.45
72,4,"Quận Bình Thạnh, Hồ Chí Minh",15
60,3,"Quận Bình Thạnh, Hồ Chí Minh",9.5
170,0,"Quận Bình Thạnh, Hồ Chí Minh",28
108,12,"Quận Bình Thạnh, Hồ Chí Minh",19.5
41,4,"Quận Bình Thạnh, Hồ Chí Minh",3.28
40,3,"Quận Bình Thạnh, Hồ Chí Minh",10.6
85,11,"Quận Bình Thạnh, Hồ Chí Minh",14
52,4,"Quận Bình Thạnh, Hồ Chí Minh",9.2
56.4,3,"Quận Bình Thạnh, Hồ Chí Minh",2.47
56,3,"Quận Bình Thạnh, Hồ Chí Minh",2.47
50,5,"Quận Bình Thạnh, Hồ Chí Minh",9.5
168,2,"Quận Bình Thạnh, Hồ Chí Minh",29.8
80,4,"Quận Bình Thạnh, Hồ Chí Minh",16.8
82,4,"Quận Bình Thạnh, Hồ Chí Minh",9.49
72,4,"Quận Bình Thạnh, Hồ Chí Minh",6.5
38,2,"Quận Bình Thạnh, Hồ Chí Minh",1.55
54,3,"Quận Bình Thạnh, Hồ Chí Minh",7.8
54,4,"Quận Bình Thạnh, Hồ Chí Minh",2.14
52,9,"Quận Bình Thạnh, Hồ Chí Minh",9.5
149,0,"Quận Bình Thạnh, Hồ Chí Minh",16.5
160,0,"Quận Bình Thạnh, Hồ Chí Minh",32
76.8,2,"Quận Bình Thạnh, Hồ Chí Minh",3.45
68,9,"Quận Bình Thạnh, Hồ Chí Minh",17.6
58,3,"Quận Bình Thạnh, Hồ Chí Minh",10.5
65,7,"Quận Bình Thạnh, Hồ Chí Minh",5.3
52,3,"Quận Bình Thạnh, Hồ Chí Minh",7.7
60,4,"Quận Bình Thạnh, Hồ Chí Minh",8.1
88,4,"Quận Bình Thạnh, Hồ Chí Minh",15.2
56,3,"Quận Bình Thạnh, Hồ Chí Minh",10.8
82,2,"Quận Bình Thạnh, Hồ Chí Minh",10.2
62.8,4,"Quận Bình Thạnh, Hồ Chí Minh",2.72
108.4,0,"Quận Bình Thạnh, Hồ Chí Minh",24
84,12,"Quận Bình Thạnh, Hồ Chí Minh",35
66,3,"Quận Bình Thạnh, Hồ Chí Minh",7.2
50,5,"Quận Bình Thạnh, Hồ Chí Minh",6.5
70,3,"Quận Bình Thạnh, Hồ Chí Minh",10.5
105,3,"Quận Bình Thạnh, Hồ Chí Minh",8.9
60,9,"Quận Bình Thạnh, Hồ Chí Minh",11.5
70,5,"Quận Bình Thạnh, Hồ Chí Minh",8.9
95,3,"Quận Bình Thạnh, Hồ Chí Minh",9.95
50,4,"Quận Bình Thạnh, Hồ Chí Minh",8.75
70,5,"Quận Bình Thạnh, Hồ Chí Minh",8.5
141,7,"Quận Bình Thạnh, Hồ Chí Minh",16.8
96,2,"Quận Bình Thạnh, Hồ Chí Minh",9.6
80,5,"Quận Bình Thạnh, Hồ Chí Minh",16.5
250,65,"Quận Bình Thạnh, Hồ Chí Minh",4.7
88,4,"Quận Bình Thạnh, Hồ Chí Minh",17.5
96,7,"Quận Bình Thạnh, Hồ Chí Minh",23
375,78,"Quận Bình Thạnh, Hồ Chí Minh",7.2
48,3,"Quận Bình Thạnh, Hồ Chí Minh",6.6
50,4,"Quận Bình Thạnh, Hồ Chí Minh",7.2
91,4,"Quận Bình Thạnh, Hồ Chí Minh",10.99
47,6,"Quận Bình Thạnh, Hồ Chí Minh",5
85,18,"Quận Bình Thạnh, Hồ Chí Minh",25
180,3,"Quận Bình Thạnh, Hồ Chí Minh",65
300,80,"Quận Bình Thạnh, Hồ Chí Minh",5.8
49,4,"Quận Bình Thạnh, Hồ Chí Minh",9.3
10,1,"Quận Bình Thạnh, Hồ Chí Minh",1.5
240,34,"Quận Bình Thạnh, Hồ Chí Minh",55
127.5,8,"Quận Bình Thạnh, Hồ Chí Minh",7.2
60,4,"Quận Bình Thạnh, Hồ Chí Minh",2.45
42,4,"Quận Bình Thạnh, Hồ Chí Minh",2.5
43,3,"Quận Bình Thạnh, Hồ Chí Minh",6.68
113,4,"Quận Bình Thạnh, Hồ Chí Minh",19.9
88,8,"Quận Bình Thạnh, Hồ Chí Minh",36
210,8,"Quận Bình Thạnh, Hồ Chí Minh",65
106,6,"Quận Bình Thạnh, Hồ Chí Minh",16.8
98,5,"Quận Bình Thạnh, Hồ Chí Minh",16.5
101,3,"Quận Bình Thạnh, Hồ Chí Minh",22
175,9,"Quận Bình Thạnh, Hồ Chí Minh",21
120,9,"Quận Bình Thạnh, Hồ Chí Minh",14.3
64,6,"Quận Bình Thạnh, Hồ Chí Minh",6.6
86,4,"Quận Bình Thạnh, Hồ Chí Minh",7.2
33,2,"Quận Bình Thạnh, Hồ Chí Minh",5.85
71,9,"Quận Bình Thạnh, Hồ Chí Minh",7.98
41,5,"Quận Bình Thạnh, Hồ Chí Minh",5.2
27.5,4,"Quận Bình Thạnh, Hồ Chí Minh",4.39
71,5,"Quận Bình Thạnh, Hồ Chí Minh",9.9
42,3,"Quận Bình Thạnh, Hồ Chí Minh",4.25
45,4,"Quận Bình Thạnh, Hồ Chí Minh",7.3
48,2,"Quận Bình Thạnh, Hồ Chí Minh",4.5
147,7,"Quận Bình Thạnh, Hồ Chí Minh",30.5
78,4,"Quận Bình Thạnh, Hồ Chí Minh",8
50,7,"Quận Bình Thạnh, Hồ Chí Minh",10.5
83.8,4,"Quận Bình Thạnh, Hồ Chí Minh",12
120,11,"Quận Bình Thạnh, Hồ Chí Minh",23
95,1,"Quận Bình Thạnh, Hồ Chí Minh",11.9
51,6,"Quận Bình Thạnh, Hồ Chí Minh",12.3
88,4,"Quận Bình Thạnh, Hồ Chí Minh",16.79
39.5,2,"Quận Bình Thạnh, Hồ Chí Minh",2.15
35,2,"Quận Bình Thạnh, Hồ Chí Minh",4.2
40,2,"Quận Bình Thạnh, Hồ Chí Minh",6.45
100,0,"Quận Bình Thạnh, Hồ Chí Minh",10.3
50,4,"Quận Bình Thạnh, Hồ Chí Minh",9.3
64,5,"Quận Bình Thạnh, Hồ Chí Minh",16
71,2,"Quận Bình Thạnh, Hồ Chí Minh",4.5
35,3,"Quận Bình Thạnh, Hồ Chí Minh",6.78
27.1,2,"Quận Bình Thạnh, Hồ Chí Minh",4.4
63,4,"Quận Bình Thạnh, Hồ Chí Minh",9.9
58,4,"Quận Bình Thạnh, Hồ Chí Minh",2.35
32,3,"Quận Bình Thạnh, Hồ Chí Minh",6.78
308,0,"Quận Bình Thạnh, Hồ Chí Minh",33
186,0,"Quận Bình Thạnh, Hồ Chí Minh",57
210,5,"Quận Bình Thạnh, Hồ Chí Minh",61
30,2,"Quận Bình Thạnh, Hồ Chí Minh",3.7
124,0,"Quận Bình Thạnh, Hồ Chí Minh",12
80,3,"Quận Bình Thạnh, Hồ Chí Minh",15.99
92,4,"Quận Bình Thạnh, Hồ Chí Minh",13.5
60,0,"Quận Bình Thạnh, Hồ Chí Minh",16.8
132,4,"Quận Bình Thạnh, Hồ Chí Minh",13.5
36,4,"Quận Bình Thạnh, Hồ Chí Minh",5.3
80,4,"Quận Bình Thạnh, Hồ Chí Minh",17.8
183,3,"Quận Bình Thạnh, Hồ Chí Minh",26.5
120,5,"Quận Bình Thạnh, Hồ Chí Minh",22
120,6,"Quận Bình Thạnh, Hồ Chí Minh",22
107,2,"Quận Bình Thạnh, Hồ Chí Minh",21.5
270,30,"Quận Bình Thạnh, Hồ Chí Minh",78
77,8,"Quận Bình Thạnh, Hồ Chí Minh",11
37,2,"Quận Bình Thạnh, Hồ Chí Minh",4.45
180,0,"Quận Bình Thạnh, Hồ Chí Minh",28
45,4,"Quận Bình Thạnh, Hồ Chí Minh",6.78
52,4,"Quận Bình Thạnh, Hồ Chí Minh",8.9
25.8,3,"Quận Bình Thạnh, Hồ Chí Minh",5.0
36,2,"Quận Bình Thạnh, Hồ Chí Minh",4.6
30.7,2,"Quận Bình Thạnh, Hồ Chí Minh",4.75
108,0,"Quận Bình Thạnh, Hồ Chí Minh",30
144,7,"Quận Bình Thạnh, Hồ Chí Minh",22.99
105,3,"Quận Bình Thạnh, Hồ Chí Minh",9.3
50,4,"Quận Gò Vấp, Hồ Chí Minh",3.29
100,3,"Quận Gò Vấp, Hồ Chí Minh",4.45
77,2,"Quận Gò Vấp, Hồ Chí Minh",6.05
320,0,"Quận Gò Vấp, Hồ Chí Minh",31
273,4,"Quận Gò Vấp, Hồ Chí Minh",21.6
85.3,16,"Quận Gò Vấp, Hồ Chí Minh",10
242,8,"Quận Gò Vấp, Hồ Chí Minh",43
68,4,"Quận Gò Vấp, Hồ Chí Minh",7.1
50,3,"Quận Gò Vấp, Hồ Chí Minh",4.99
49,3,"Quận Gò Vấp, Hồ Chí Minh",5.28
35,3,"Quận Tân Bình, Hồ Chí Minh",4.85
35,3,"Quận Gò Vấp, Hồ Chí Minh",4.85
63,2,"Quận Tân Bình, Hồ Chí Minh",5.5
62.3,2,"Quận Tân Bình, Hồ Chí Minh",5.5
64,6,"Quận Gò Vấp, Hồ Chí Minh",8.38
120,5,"Quận Gò Vấp, Hồ Chí Minh",8.6
176,7,"Quận Gò Vấp, Hồ Chí Minh",38
60,2,"Quận Gò Vấp, Hồ Chí Minh",5.5
65,3,"Quận Gò Vấp, Hồ Chí Minh",5.95
55,4,"Quận Gò Vấp, Hồ Chí Minh",6.9
50.9,2,"Quận Gò Vấp, Hồ Chí Minh",2.35
59,4,"Quận Gò Vấp, Hồ Chí Minh",3.59
80.2,4,"Quận Gò Vấp, Hồ Chí Minh",10.3
64,3,"Quận Gò Vấp, Hồ Chí Minh",5.85
67.5,4,"Quận Gò Vấp, Hồ Chí Minh",3.29
60,4,"Quận Gò Vấp, Hồ Chí Minh",3.69
60,3,"Quận Gò Vấp, Hồ Chí Minh",2.53
38.5,4,"Quận Gò Vấp, Hồ Chí Minh",2.35
60,3,"Quận Gò Vấp, Hồ Chí Minh",6.25
35,2,"Quận Gò Vấp, Hồ Chí Minh",3.99
42,4,"Quận Gò Vấp, Hồ Chí Minh",5.3
43,3,"Quận Gò Vấp, Hồ Chí Minh",4.3
49,4,"Quận Gò Vấp, Hồ Chí Minh",6.5
36,4,"Quận Gò Vấp, Hồ Chí Minh",5.16
47,3,"Quận Gò Vấp, Hồ Chí Minh",6
52,5,"Quận Gò Vấp, Hồ Chí Minh",6.5
41,2,"Quận Gò Vấp, Hồ Chí Minh",4.4
82,3,"Quận Gò Vấp, Hồ Chí Minh",7.2
61,3,"Quận Gò Vấp, Hồ Chí Minh",5.96
53,4,"Quận Gò Vấp, Hồ Chí Minh",7.8
43,4,"Quận Gò Vấp, Hồ Chí Minh",7
38,2,"Quận Gò Vấp, Hồ Chí Minh",4.5
40,4,"Quận Gò Vấp, Hồ Chí Minh",6.5
77,4,"Quận Gò Vấp, Hồ Chí Minh",5.65
68,3,"Quận Gò Vấp, Hồ Chí Minh",6.8
66,3,"Quận Gò Vấp, Hồ Chí Minh",5.95
45,3,"Quận Gò Vấp, Hồ Chí Minh",6.58
95,3,"Quận Gò Vấp, Hồ Chí Minh",8.95
95,1,"Quận Gò Vấp, Hồ Chí Minh",8.95
80,1,"Quận Gò Vấp, Hồ Chí Minh",5.52
48.3,2,"Quận Gò Vấp, Hồ Chí Minh",4.9
42.6,3,"Quận Gò Vấp, Hồ Chí Minh",4.8
41,4,"Quận Gò Vấp, Hồ Chí Minh",4.89
45,5,"Quận Gò Vấp, Hồ Chí Minh",5.5
60,3,"Quận Gò Vấp, Hồ Chí Minh",4.55
85.6,4,"Quận Gò Vấp, Hồ Chí Minh",9
90,4,"Quận Gò Vấp, Hồ Chí Minh",7.9
80,5,"Quận Gò Vấp, Hồ Chí Minh",9.8
70,4,"Quận Gò Vấp, Hồ Chí Minh",7.9
71,4,"Quận Gò Vấp, Hồ Chí Minh",7.65
95,0,"Quận Gò Vấp, Hồ Chí Minh",7.6
80,5,"Quận Gò Vấp, Hồ Chí Minh",8.3
132,3,"Quận Gò Vấp, Hồ Chí Minh",12.4
60,6,"Quận Gò Vấp, Hồ Chí Minh",7.6
105,4,"Quận Gò Vấp, Hồ Chí Minh",7.98
59,4,"Quận Gò Vấp, Hồ Chí Minh",6.7
140,2,"Quận Gò Vấp, Hồ Chí Minh",7.6
74,4,"Quận Gò Vấp, Hồ Chí Minh",5.9
105,3,"Quận Gò Vấp, Hồ Chí Minh",7.99
85,6,"Quận Gò Vấp, Hồ Chí Minh",6.15
67,5,"Quận Gò Vấp, Hồ Chí Minh",6.8
65,4,"Quận Gò Vấp, Hồ Chí Minh",6.9
70,4,"Quận Gò Vấp, Hồ Chí Minh",7.2
85,4,"Quận Gò Vấp, Hồ Chí Minh",8.7
65,3,"Quận Gò Vấp, Hồ Chí Minh",6.6
105,4,"Quận Gò Vấp, Hồ Chí Minh",7.9
52,5,"Quận Gò Vấp, Hồ Chí Minh",6.6
65,4,"Quận Gò Vấp, Hồ Chí Minh",8.9
52,4,"Quận Gò Vấp, Hồ Chí Minh",2.39
67.1,2,"Quận Gò Vấp, Hồ Chí Minh",2.2
38,4,"Quận Gò Vấp, Hồ Chí Minh",2.35
38.2,3,"Quận Gò Vấp, Hồ Chí Minh",2.35
54,3,"Quận Gò Vấp, Hồ Chí Minh",6.99
27,2,"Quận Gò Vấp, Hồ Chí Minh",3.7
44.7,3,"Quận Gò Vấp, Hồ Chí Minh",6.19
70,3,"Quận Gò Vấp, Hồ Chí Minh",5.8
73,2,"Quận Gò Vấp, Hồ Chí Minh",6.9
87.5,4,"Quận Gò Vấp, Hồ Chí Minh",9.53
80,4,"Quận Gò Vấp, Hồ Chí Minh",8.5
80,4,"Quận Gò Vấp, Hồ Chí Minh",8.8
81,4,"Quận Gò Vấp, Hồ Chí Minh",8.3
82.5,4,"Quận Gò Vấp, Hồ Chí Minh",8.827
82.5,4,"Quận Gò Vấp, Hồ Chí Minh",9.157
80,0,"Quận Gò Vấp, Hồ Chí Minh",8.8
81,3,"Quận Gò Vấp, Hồ Chí Minh",7.65
59,4,"Quận Gò Vấp, Hồ Chí Minh",7.99
53,4,"Quận Gò Vấp, Hồ Chí Minh",7.6
55,4,"Quận Gò Vấp, Hồ Chí Minh",6.2
9.3,1,"Quận Gò Vấp, Hồ Chí Minh",1.4
62,6,"Quận Gò Vấp, Hồ Chí Minh",7.9
216,4,"Quận Gò Vấp, Hồ Chí Minh",27
55,4,"Quận Gò Vấp, Hồ Chí Minh",17
39.27,2,"Quận Gò Vấp, Hồ Chí Minh",4.18
39.6,3,"Quận Gò Vấp, Hồ Chí Minh",4.2
28,1,"Quận Gò Vấp, Hồ Chí Minh",3.05
60,3,"Quận Gò Vấp, Hồ Chí Minh",6.38
69,2,"Quận Gò Vấp, Hồ Chí Minh",4.15
32,2,"Quận Gò Vấp, Hồ Chí Minh",3.28
66,2,"Quận Gò Vấp, Hồ Chí Minh",3.85
52,2,"Quận Gò Vấp, Hồ Chí Minh",3.1
26,2,"Quận Gò Vấp, Hồ Chí Minh",3.68
26,2,"Quận Gò Vấp, Hồ Chí Minh",3.55
35,2,"Quận Gò Vấp, Hồ Chí Minh",3.65
